19.0
19.0
19.0
20.0
20.0
21.0
21.0
19.0
19.0
19.0
19.0
20.0
20.0
19.0
20.0
19.0
21.0
18.0
21.0
17.0
21.0
20.0
17.0
19.0
20.0
13.0
17.0
19.0
20.0
17.0
18.0
20.0
19.0
14.0
20.0
21.0
21.0
20.0
21.0
20.0
18.0
17.0
18.0
19.0
16.0
19.0
19.0
20.0
20.0
19.0
21.0
20.0
19.0
21.0
21.0
21.0
20.0
21.0
20.0
20.0
16.0
19.0
19.0
19.0
18.0
20.0
19.0
21.0
21.0
20.0
21.0
21.0
20.0
21.0
18.0
18.0
14.0
19.0
20.0
19.0
20.0
20.0
20.0
20.0
21.0
20.0
18.0
21.0
20.0
19.0
20.0
21.0
21.0
21.0
20.0
20.0
20.0
20.0
19.0
20.0
17.0
19.0
18.0
21.0
