20.0
10.0
20.0
20.0
21.0
20.0
20.0
20.0
10.0
10.0
20.0
20.0
10.0
20.0
20.0
-2.0
14.0
-2.0
-19.0
14.0
-18.0
-19.0
-2.0
-18.0
-2.0
-19.0
14.0
-19.0
-2.0
-2.0
-2.0
10.0
20.0
20.0
20.0
20.0
10.0
21.0
20.0
10.0
10.0
20.0
20.0
21.0
21.0
20.0
20.0
21.0
21.0
20.0
